Date;Tournament;MatchId;SeriesId;Patch;GameNumber;SummonnerName;XPD@15;GD@15;CS/Min;Kills;Deaths;Assists;KP%;WardPlaced;Damage/Min;TotalDamageDealtToBuilding;TotalDamageDealtToObjectives;JungleProximity;topLanePresence;jungleAllyTopPresence;jungleEnemyTopPresence;riverTopPresence
2024-02-23;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041797|game1;2620112;14.3.561.7451;1;BGT Taegyeong;1560;1635;8.34106305112529;2;0;1;0.3;7;467.7231297374773;569.531982421875;1193.1319580078125;0.1144578313253012;0.655421686746988;0.010843373493975903;0.0;0.02530120481927711
2024-02-23;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041789|game1;2620113;14.3.561.7451;1;DP Luana;707;774;9.540932649209498;1;0;0;0.25;6;513.5516955118904;1452.019287109375;2125.6337890625;0.12289156626506025;0.8602409638554217;0.0;0.02650602409638554;0.04939759036144578
2024-02-23;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041789|game1;2620113;14.3.561.7451;1;NASR fabFabulous;-707;-774;9.161822742618392;0;1;0;0.0;6;325.00776367133346;0;0;0.12650602409638553;0.8253012048192772;0.03614457831325301;0.0;0.0036144578313253013
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041767|game1;2620114;14.3.561.7451;1;SUP ARMUT;-289;858;9.035570172412408;1;0;1;0.6666666666666666;7;442.7649979456993;0;9176.822265625;0.1650602409638554;0.7024096385542169;0.0024096385542168677;0.016867469879518072;0.06746987951807229
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041767|game1;2620114;14.3.561.7451;1;FUT StarScreen;289;-858;8.277340507594584;1;1;0;0.25;7;309.7408906006951;0;0;0.08795180722891566;0.8144578313253013;0.021686746987951807;0.0;0.007228915662650603
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041819|game1;2620115;14.3.561.7451;1;BGT Taegyeong;633;-1199;8.5902363002266;0;0;0;0.0;4;174.1091452222779;2666.405517578125;4516.091796875;0.08303249097472924;0.8206979542719615;0.00842358604091456;0.0;0.026474127557160047
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041819|game1;2620115;14.3.561.7451;1;DP Luana;-633;1199;8.716563304641697;1;1;1;0.5;6;308.47830068480357;1006.6089477539062;2161.25146484375;0.27557160048134777;0.6967509025270758;0.02286401925391095;0.03369434416365824;0.048134777376654635
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041783|game1;2620116;14.3.561.7451;1;NASR fabFabulous;564;613;9.221437139975812;1;1;1;0.25;6;359.54257211069387;2586.6005859375;2586.6005859375;0.22984356197352587;0.8194945848375451;0.0024067388688327317;0.02286401925391095;0.009626955475330927
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041783|game1;2620116;14.3.561.7451;1;GAL Lenom;-564;-613;9.031955554907816;1;1;0;0.5;5;302.78629928126094;0;1186.6329345703125;0.06738868832731648;0.7569193742478941;0.02286401925391095;0.0;0.0048134777376654635
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041803|game1;2620117;14.3.561.7451;1;BJK Hoon;460;440;9.351343096351311;1;1;1;0.4;6;358.66910092454134;1808.631103515625;1998.2310791015625;0.20843373493975903;0.844578313253012;0.0;0.010843373493975903;0.020481927710843374
2024-02-29;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041803|game1;2620117;14.3.561.7451;1;MISA IlllIma;-460;-440;8.719495589841088;1;2;0;0.3333333333333333;5;212.67661581282877;0;1005.614013671875;0.12289156626506025;0.7710843373493976;0.018072289156626505;0.0;0.007228915662650603
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041795|game1;2620118;14.3.561.7451;1;MISA IlllIma;115;1644;9.665976112421273;1;0;0;0.5;5;449.99770036081924;1847.8125;2260.61181640625;0.1891566265060241;0.772289156626506;0.01927710843373494;0.0;0.06746987951807229
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041795|game1;2620118;14.3.561.7451;1;FUT StarScreen;-115;-1644;8.21292087983507;0;1;0;0.0;5;139.01290938633724;0;0;0.23734939759036144;0.7385542168674699;0.004819277108433735;0.027710843373493974;0.020481927710843374
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041801|game1;2620119;14.3.561.7451;1;GAL Lenom;-556;-2304;7.962235555445404;0;1;1;0.2;5;201.62442014954237;0;0;0.2253012048192771;0.619277108433735;0.027710843373493974;0.007228915662650603;0.06987951807228916
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041801|game1;2620119;14.3.561.7451;1;BJK Hoon;556;2304;10.047582962823963;1;1;3;0.4444444444444444;6;593.6232178631226;2598.079345703125;5761.53271484375;0.1614457831325301;0.7132530120481928;0.05421686746987952;0.00963855421686747;0.05301204819277108
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041787|game1;2620120;14.3.561.7451;1;NASR fabFabulous;159;-71;9.16040595761566;0;1;0;0.0;6;539.8182563972739;2034.013427734375;2034.013427734375;0.1927710843373494;0.8240963855421687;0.051807228915662654;0.0;0.01566265060240964
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041787|game1;2620120;14.3.561.7451;1;BGT Taegyeong;-159;71;8.591829036108482;1;0;0;0.25;4;415.7833181901172;1639.1331787109375;1639.1331787109375;0.15060240963855423;0.8493975903614458;0.0024096385542168677;0.0036144578313253013;0.02530120481927711
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041777|game1;2620121;14.3.561.7451;1;SUP ARMUT;-414;-268;9.285992961320783;1;1;0;0.3333333333333333;7;355.0833716351988;517.9229736328125;1659.921142578125;0.19759036144578312;0.7963855421686747;0.024096385542168676;0.0036144578313253013;0.033734939759036145
2024-03-01;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041777|game1;2620121;14.3.561.7451;1;DP Luana;414;268;9.66501308219102;1;0;0;0.5;6;282.35040364071256;3273.32275390625;3273.32275390625;0.19879518072289157;0.8301204819277108;0.010843373493975903;0.0024096385542168677;0.05542168674698795
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041781|game1;2620123;14.4.564.2947;1;NASR fabFabulous;-452;-1030;8.84295757606566;0;0;0;0.0;6;385.3349297141148;0;0;0.10589651022864019;0.851985559566787;0.0012033694344163659;0.010830324909747292;0.03850782190132371
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041781|game1;2620123;14.4.564.2947;1;BJK Hoon;452;1030;10.611549091278793;0;0;0;0.0;6;423.7992353015615;2144.83984375;3398.83984375;0.1022864019253911;0.8351383874849578;0.010830324909747292;0.010830324909747292;0.06498194945848375
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041793|game1;2620124;14.4.564.2947;1;FUT StarScreen;491;221;9.352311180291007;0;1;0;0.0;4;343.745508157218;2253.892333984375;2253.892333984375;0.09036144578313253;0.8831325301204819;0.008433734939759036;0.010843373493975903;0.02289156626506024
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041793|game1;2620124;14.4.564.2947;1;GAL Lenom;-491;-221;8.025294053357824;2;0;1;0.6;6;394.76479332677746;0;0;0.23493975903614459;0.7144578313253012;0.008433734939759036;0.0;0.0
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041775|game1;2620125;14.4.564.2947;1;SUP ARMUT;-405;-183;8.842151232947502;0;1;1;0.3333333333333333;6;614.24239982218;366.8016052246094;366.8016052246094;0.10589651022864019;0.779783393501805;0.0;0.0;0.021660649819494584
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041775|game1;2620125;14.4.564.2947;1;BGT Taegyeong;405;183;8.273727225115163;0;1;1;0.5;5;368.03820041409654;1546.6368408203125;1546.6368408203125;0.08303249097472924;0.8170878459687124;0.013237063778580024;0.0;0.007220216606498195
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041817|game1;2620126;14.4.564.2947;1;DP Luana;898;1027;9.726508533738718;0;1;0;0.0;5;345.7323034680317;1534.727294921875;2771.7587890625;0.15643802647412755;0.6558363417569194;0.007220216606498195;0.0012033694344163659;0.018050541516245487
2024-03-07;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041817|game1;2620126;14.4.564.2947;1;MISA IlllIma;-898;-1027;7.831734144049357;0;0;0;0.0;6;306.4952389245657;1023.65771484375;1023.65771484375;0.09265944645006016;0.7111913357400722;0.03369434416365824;0.006016847172081829;0.009626955475330927
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041813|game1;2620127;14.4.564.2947;1;DP Luana;-117;579;9.667403206213585;1;0;0;0.3333333333333333;6;356.5371400867878;1824.990478515625;2694.32373046875;0.12409638554216867;0.7566265060240964;0.0024096385542168677;0.060240963855421686;0.0012048192771084338
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041813|game1;2620127;14.4.564.2947;1;GAL Lenom;117;-579;9.3514749968602;0;1;0;0;6;360.348024112113;256.81982421875;256.81982421875;0.1493975903614458;0.8156626506024096;0.0;0.0;0.021686746987951807
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041815|game1;2620128;14.4.564.2947;1;MISA IlllIma;989;1468;10.487116644642153;1;0;1;0.3333333333333333;7;465.29531487925357;3087.72998046875;3087.72998046875;0.14337349397590363;0.7578313253012048;0.00963855421686747;0.02289156626506024;0.014457831325301205
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041815|game1;2620128;14.4.564.2947;1;BGT Taegyeong;-989;-1468;8.402328396008471;1;1;0;0.14285714285714285;5;698.3017117385283;3009.207275390625;3009.207275390625;0.06506024096385542;0.7963855421686747;0.014457831325301205;0.0;0.007228915662650603
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041791|game1;2620129;14.4.564.2947;1;FUT StarScreen;-1457;-1355;8.529269229131398;0;1;0;0.0;6;307.4778111483328;571.2059936523438;571.2059936523438;0.02289156626506024;0.7289156626506024;0.0024096385542168677;0.0;0.05903614457831325
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041791|game1;2620129;14.4.564.2947;1;BJK Hoon;1457;1355;10.614201707363518;0;0;2;0.25;6;526.9905613846821;2491.79638671875;2491.79638671875;0.21686746987951808;0.8144578313253013;0.00963855421686747;0.0;0.014457831325301205
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041765|game1;2620130;14.4.564.2947;1;NASR fabFabulous;302;256;8.851363593730047;0;1;2;0.3333333333333333;7;220.50363740528698;2692.914794921875;3459.54052734375;0.23493975903614459;0.655421686746988;0.021686746987951807;0.014457831325301205;0.0746987951807229
2024-03-08;TCL - Spring 2024 (Regular Season: Regular Season);111561232444041765|game1;2620130;14.4.564.2947;1;SUP ARMUT;-302;-256;8.345571388374044;3;2;0;0.5;8;310.1390984738394;0;0;0.21927710843373494;0.6445783132530121;0.00963855421686747;0.00963855421686747;0.03132530120481928
