Date;Tournament;MatchId;SeriesId;Patch;GameNumber;SummonnerName;XPD@15;GD@15;CS/Min;Kills;Deaths;Assists;KP%;WardPlaced;Damage/Min;TotalDamageDealtToBuilding;TotalDamageDealtToObjectives;JungleProximity;topLanePresence;jungleAllyTopPresence;jungleEnemyTopPresence;riverTopPresence
2024-05-11;League of Legends Scrims;scrim| aeg game 5;2675871;14.9.580.2108;1;AEG Badlulu;1085;857;6.8585216059839045;1;2;1;0.4;5;289.1602495877024;2069.231201171875;2069.231201171875;0.27361111111111114;0.6888888888888889;0.059722222222222225;0.041666666666666664;0.05277777777777778
2024-05-11;League of Legends Scrims;scrim| aeg g4;2675847;14.9.580.2108;1;AEG Badlulu;553;-123;8.290690364059213;0;1;0;0.0;7;269.16074829920643;463.1760864257813;463.1760864257813;0.17475728155339806;0.7045769764216366;0.0013869625520110957;0.008321775312066574;0.0319001386962552
2024-05-11;League of Legends Scrims;scrim| aeg g4;2675847;14.9.580.2108;1;RBLS Spooder;-553;123;7.290089802879653;1;0;0;0.125;6;497.14639264627976;389.5516357421875;491.737548828125;0.22468793342579751;0.5714285714285714;0.07905686546463246;0.004160887656033287;0.05409153952843273
2024-05-11;League of Legends Scrims;scrim| aeg game 3;2675824;14.9.580.2108;1;RBLS Spooder;-1445;-1515;6.217243649157319;1;2;0;0.14285714285714285;6;718.5455404617549;0;0;0.10818307905686546;0.8044382801664355;0.0013869625520110957;0.0;0.02912621359223301
2024-05-11;League of Legends Scrims;scrim| aeg game 3;2675824;14.9.580.2108;1;AEG Badlulu;1445;1515;8.575508481596302;2;0;1;0.3333333333333333;5;840.9283331962026;743.97998046875;2016.3021240234375;0.24133148404993066;0.7905686546463245;0.011095700416088766;0.012482662968099861;0.033287101248266296
2024-05-11;League of Legends Scrims;scrim | rbls;2675733;14.9.580.2108;1;AEG Badlulu;-1276;-780;7.5006005141514205;1;2;0;0.3333333333333333;5;612.3207871073148;765.3631591796875;765.3631591796875;0.1260387811634349;0.8767313019390581;0.0013850415512465374;0.013850415512465374;0.015235457063711912
2024-05-11;League of Legends Scrims;scrim | rbls;2675733;14.9.580.2108;1;RBLS Spooder;1276;780;8.643549163926874;2;0;1;0.375;5;671.9710008893001;154.76773071289065;154.76773071289065;0.1481994459833795;0.868421052631579;0.0221606648199446;0.002770083102493075;0.0332409972299169
2024-05-11;League of Legends Scrims;scrim| aeg g1;2675707;14.9.580.2108;1;RBLS Spooder;-408;480;8.580107639889754;1;1;2;0.42857142857142855;4;520.7552073385382;1168.0167236328125;1400.5821533203125;0.21636615811373092;0.7642163661581137;0.0;0.009708737864077669;0.0319001386962552
2024-05-11;League of Legends Scrims;scrim| aeg g1;2675707;14.9.580.2108;1;AEG Badlulu;408;-480;7.650595978901697;1;2;0;0.25;5;706.0076075544431;506.86956787109375;506.86956787109375;0.2565880721220527;0.8432732316227461;0.011095700416088766;0.009708737864077669;0.022191400832177532
2024-05-10;League of Legends Scrims;scrim | koi game 5;2675392;14.9.580.2108;1;AEG Badlulu;538;7;9.149063180003704;1;1;1;0.16666666666666666;6;423.14671984133093;1436.668212890625;1436.668212890625;0.1149584487534626;0.850415512465374;0.0;0.0;0.030470914127423823
2024-05-10;League of Legends Scrims;scrim | koi game 5;2675392;14.9.580.2108;1;KOI Marky;-538;-7;8.21986145078458;1;2;0;0.14285714285714285;6;569.5539974996069;0;0;0.07617728531855955;0.8545706371191135;0.0110803324099723;0.008310249307479225;0.027700831024930747
2024-05-10;League of Legends Scrims;scrim | koi game 4;2675376;14.9.580.2108;1;KOI Marky;-361;-246;7.002864256132214;1;1;0;0.1111111111111111;4;333.4000714116192;512.6695556640625;512.6695556640625;0.11080332409972299;0.868421052631579;0.002770083102493075;0.0;0.036011080332409975
2024-05-10;League of Legends Scrims;scrim | koi game 4;2675376;14.9.580.2108;1;AEG Badlulu;361;246;8.574935823835364;0;1;1;0.14285714285714285;5;548.0030530984898;1381.35009765625;1381.35009765625;0.1149584487534626;0.7991689750692521;0.04016620498614958;0.0;0.04293628808864266
2024-05-10;League of Legends Scrims;scrim | koi game 3;2675352;14.9.580.2108;1;AEG Badlulu;566;-156;9.081088243138915;1;1;2;0.75;6;418.8882386996514;2234.800048828125;2234.800048828125;0.20943134535367544;0.7586685159500693;0.0;0.013869625520110958;0.030513176144244106
2024-05-10;League of Legends Scrims;scrim | koi game 3;2675352;14.9.580.2108;1;KOI Marky;-566;156;8.795069715795957;4;2;0;0.5;5;568.4442960798801;37.38912963867188;37.38912963867188;0.12343966712898752;0.6685159500693482;0.019417475728155338;0.0013869625520110957;0.07766990291262135
2024-05-10;League of Legends Scrims;scrim | koi game 2;2675325;14.9.580.2108;1;KOI Marky;-30;60;1.3590869142349284;0;0;0;0;0;43.95182019640743;0;0;0.24444444444444444;0.6388888888888888;0.0;0.0;0.31666666666666665
2024-05-10;League of Legends Scrims;scrim | koi game 2;2675325;14.9.580.2108;1;AEG Badlulu;30;-60;1.2875560240120374;0;0;0;0;1;90.68484907193402;0;0;0.06111111111111111;0.6888888888888889;0.011111111111111112;0.0;0.3
2024-05-10;League of Legends Scrims;scrim | koi game 1 blind;2675295;14.9.580.2108;1;AEG Badlulu;631;1674;4.931565168629466;4;0;4;1.0;5;330.85179448481966;2589.929443359375;3309.86962890625;0.2451523545706371;0.019390581717451522;0.012465373961218837;0.0;0.00554016620498615
2024-05-10;League of Legends Scrims;scrim | koi game 1 blind;2675295;14.9.580.2108;1;KOI Marky;-631;-1674;4.073901661041733;0;2;2;0.4;1;124.36144416453921;1196.33056640625;1196.33056640625;0.25069252077562326;0.2839335180055402;0.08587257617728532;0.03185595567867036;0.038781163434903045
2024-05-09;League of Legends Scrims;scrim| aeg game 5;2674949;14.9.580.2108;1;AEG Badlulu;-1033;-996;6.4355396176070885;0;1;0;0.0;5;155.0271635208729;0;0;0.11095700416088766;0.40499306518723993;0.008321775312066574;0.018030513176144243;0.04160887656033287
2024-05-09;League of Legends Scrims;scrim| aeg game 5;2674949;14.9.580.2108;1;GXP R4VEN;1033;996;8.294695507138025;1;0;0;0.25;3;385.49067359162495;156.6919403076172;1532.9383544921875;0.18446601941747573;0.4077669902912621;0.0;0.005547850208044383;0.023578363384188627
2024-05-09;League of Legends Scrims;scrim| aeg game 4;2674917;14.9.580.2108;1;GXP R4VEN;-160;-1616;7.075897243343345;0;0;0;0.0;6;370.61219326829956;168.509765625;168.509765625;0.1634349030470914;0.8240997229916898;0.0;0.0;0.038781163434903045
2024-05-09;League of Legends Scrims;scrim| aeg game 4;2674917;14.9.580.2108;1;AEG Badlulu;160;1616;8.862739981561361;0;0;0;0.0;5;483.36057407896715;3257.119384765625;3257.119384765625;0.278393351800554;0.8587257617728532;0.0;0.0;0.01662049861495845
2024-05-09;League of Legends Scrims;scrim| aeg game 3;2674884;14.9.580.2108;1;AEG Badlulu;605;158;9.293908646458535;1;0;0;0.16666666666666666;6;312.6542569721685;1057.10986328125;2110.844970703125;0.10818307905686546;0.7475728155339806;0.0;0.033287101248266296;0.011095700416088766
2024-05-09;League of Legends Scrims;scrim| aeg game 3;2674884;14.9.580.2108;1;GXP R4VEN;-605;-158;9.15092543651302;0;1;1;0.5;6;496.5570205098337;508.4870910644531;508.4870910644531;0.20527045769764216;0.8030513176144244;0.015256588072122053;0.0013869625520110957;0.033287101248266296
2024-05-09;League of Legends Scrims;scrim| aeg game 2;2674846;14.9.580.2108;1;GXP R4VEN;-1230;-406;8.573497628606987;0;1;0;0.0;6;324.3703428041418;0;2749.0927734375;0.1329639889196676;0.775623268698061;0.0013850415512465374;0.024930747922437674;0.02631578947368421
2024-05-09;League of Legends Scrims;scrim| aeg game 2;2674846;14.9.580.2108;1;AEG Badlulu;1230;406;8.859280882893886;1;0;0;0.3333333333333333;6;204.23739932036733;0;0;0.16066481994459833;0.8240997229916898;0.0;0.0013850415512465374;0.04155124653739612
2024-05-09;League of Legends Scrims;scrim| aeg g1;2674821;14.9.580.2108;1;AEG Badlulu;417;-514;8.862868989021774;0;0;0;0.0;6;342.469309813096;0;2508.388671875;0.1;0.8;0.004166666666666667;0.020833333333333332;0.06111111111111111
2024-05-09;League of Legends Scrims;scrim| aeg g1;2674821;14.9.580.2108;1;GXP R4VEN;-417;514;8.71991948919884;0;0;0;0.0;5;361.73287170720346;352.3539733886719;352.3539733886719;0.07222222222222222;0.8708333333333333;0.0;0.0;0.001388888888888889
2024-05-21;League of Legends Scrims;scrim| aeg g3;2681543;14.9.580.2108;1;SGE Agresivoo;-657;-512;6.433195740162299;0;0;0;0.0;4;300.6124311793144;27.82608795166016;27.82608795166016;0.2884882108183079;0.6671289875173371;0.0319001386962552;0.008321775312066574;0.019417475728155338
2024-05-21;League of Legends Scrims;scrim| aeg g3;2681543;14.9.580.2108;1;AEG Badlulu;657;512;7.076515314178529;0;0;0;0.0;7;344.88242997073496;1997.6695556640625;5925.70458984375;0.16920943134535368;0.6601941747572816;0.0;0.026352288488210817;0.04854368932038835
2024-05-21;League of Legends Scrims;scrim| aeg g2;2681507;14.9.580.2108;1;AEG Badlulu;-421;431;6.431967313893453;1;2;0;0.25;7;663.875478386988;1652.538818359375;1652.538818359375;0.18559556786703602;0.6731301939058172;0.0;0.013850415512465374;0.015235457063711912
2024-05-21;League of Legends Scrims;scrim| aeg g2;2681507;14.9.580.2108;1;SGE Agresivoo;421;-431;7.289562955745914;0;1;0;0.0;5;356.70922320507975;0;0;0.14265927977839335;0.6606648199445984;0.024930747922437674;0.0;0.0
2024-05-21;League of Legends Scrims;scrim| aeg g1;2681428;14.9.580.2108;1;SGE Agresivoo;53;-73;8.930714368150383;0;0;0;0.0;5;671.127346702739;959.7609252929688;959.7609252929688;0.15117891816920942;0.8932038834951457;0.0;0.0027739251040221915;0.03744798890429958
2024-05-21;League of Legends Scrims;scrim| aeg g1;2681428;14.9.580.2108;1;AEG Badlulu;-53;73;9.3593886578216;0;0;0;0.0;4;696.7494266825504;1809.1512451171875;1809.1512451171875;0.13592233009708737;0.9209431345353676;0.0;0.0;0.015256588072122053
2024-05-21;League of Legends Scrims;scrim| aeg game 5;2681640;14.9.580.2108;1;SGE Agresivoo;366;448;9.223080522812264;2;1;0;0.18181818181818182;5;591.2116383022005;768.51806640625;860.1980590820312;0.14701803051317613;0.79750346740638;0.0013869625520110957;0.0;0.05547850208044383
2024-05-21;League of Legends Scrims;scrim| aeg game 5;2681640;14.9.580.2108;1;AEG Badlulu;-366;-448;8.794100033379136;1;1;1;0.25;7;610.511501243056;456.9913024902344;456.9913024902344;0.10679611650485436;0.8099861303744799;0.0;0.0013869625520110957;0.04299583911234397
2024-05-21;League of Legends Scrims;scrim| aeg g1;2681599;14.9.580.2108;1;AEG Badlulu;-1314;-881;4.717192923925898;0;1;2;0.3333333333333333;6;321.64581008111844;222.66305541992188;222.66305541992188;0.36893203883495146;0.4895977808599168;0.04299583911234397;0.049930651872399444;0.024965325936199722
2024-05-21;League of Legends Scrims;scrim| aeg g1;2681599;14.9.580.2108;1;SGE Agresivoo;1314;881;7.004316765829364;1;2;2;0.2727272727272727;5;607.1331749702689;0;0;0.27184466019417475;0.5533980582524272;0.0;0.044382801664355064;0.030513176144244106
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410429|game1;2678295;14.9.580.2108;1;BKR Howling;98;-116;9.506136033167252;0;0;0;0.0;5;459.3681862920438;0;165.78880310058597;0.10957004160887657;0.941747572815534;0.0;0.0;0.013869625520110958
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410429|game1;2678295;14.9.580.2108;1;GO Lot;-98;116;10.292357810346498;0;0;0;0.0;4;399.79956705568816;265.4766540527344;1951.770263671875;0.1664355062413315;0.869625520110957;0.016643550624133148;0.0;0.044382801664355064
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410431|game1;2678294;14.9.580.2108;1;SLY Kryze;1310;1466;8.785864432376872;1;0;0;0.5;5;555.7916550495282;2210.982421875;2210.982421875;0.20498614958448755;0.8421052631578947;0.0;0.0013850415512465374;0.018005540166204988
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410431|game1;2678294;14.9.580.2108;1;VITB Naak Nako;-1310;-1466;6.785830252648804;0;1;0;0.0;4;310.18258185854046;272.3033142089844;272.3033142089844;0.12742382271468145;0.8421052631578947;0.0;0.0;0.0
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410409|game1;2678293;14.9.580.2108;1;M8 Ragner;160;223;7.434562697733568;0;0;0;0.0;6;191.02377793940937;1314.6990966796875;3932.351318359375;0.17174515235457063;0.6842105263157895;0.009695290858725761;0.05678670360110803;0.0443213296398892
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410409|game1;2678293;14.9.580.2108;1;GW Pride;-160;-223;6.791187079660471;0;1;0;0;7;238.87723055083978;1104.0576171875;1104.0576171875;0.0332409972299169;0.5138504155124654;0.036011080332409975;0.006925207756232687;0.027700831024930747
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410455|game1;2678292;14.9.580.2108;1;TDS SLT;630;-145;5.359250313271978;2;2;0;0.5;5;206.31943114638716;336.1072082519531;336.1072082519531;0.15512465373961218;0.20637119113573407;0.0;0.01662049861495845;0.045706371191135735
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410455|game1;2678292;14.9.580.2108;1;AEG Badlulu;-630;145;6.073817021708242;2;1;1;0.42857142857142855;5;183.72361413138813;2047.8408203125;2047.8408203125;0.203601108033241;0.2867036011080332;0.029085872576177285;0.054016620498614956;0.024930747922437674
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410397|game1;2678291;14.9.580.2108;1;BDSA JNX;-51;166;10.003914467828153;0;0;0;0.0;6;421.12432566928635;0;1952.175048828125;0.09695290858725762;0.8698060941828255;0.0;0.015235457063711912;0.02631578947368421
2024-05-22;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410397|game1;2678291;14.9.580.2108;1;KCB Maynter;51;-166;9.503718744436744;0;0;0;0.0;3;411.2558925068383;0;0;0.05955678670360111;0.8157894736842105;0.009695290858725761;0.00554016620498615;0.060941828254847646
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410419|game1;2678300;14.9.580.2108;1;BKR Howling;503;534;8.5813945283077;0;0;0;0.0;5;532.3186448792154;36.9217414855957;2518.8642578125;0.15256588072122051;0.8252427184466019;0.027739251040221916;0.0;0.023578363384188627
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410419|game1;2678300;14.9.580.2108;1;VITB Naak Nako;-503;-534;6.149999411953852;0;0;0;0.0;5;160.58156239022438;0;0;0.06796116504854369;0.694868238557559;0.006934812760055479;0.0;0.013869625520110958
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410415|game1;2678299;14.9.580.2108;1;GO Lot;173;504;8.430840760339327;0;0;0;0.0;5;175.37126653536853;1794.8876953125;6053.6708984375;0.13314840499306518;0.7267683772538142;0.0;0.0;0.015256588072122053
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410415|game1;2678299;14.9.580.2108;1;M8 Ragner;-173;-504;7.287675911479758;0;0;0;0.0;5;110.37904111454321;844.50537109375;844.50537109375;0.22052704576976423;0.7420249653259362;0.023578363384188627;0.0013869625520110957;0.0319001386962552
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410433|game1;2678298;14.9.580.2108;1;AEG Badlulu;-1107;-864;5.43333067654023;0;1;1;0.5;5;57.36936983032276;1010.8256225585938;1010.8256225585938;0.130374479889043;0.07766990291262135;0.015256588072122053;0.0;0.005547850208044383
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410433|game1;2678298;14.9.580.2108;1;SLY Kryze;1107;864;7.43508408368663;0;0;0;0.0;6;50.44672365781354;2308.1826171875;2308.1826171875;0.06796116504854369;0.21359223300970873;0.03744798890429958;0.0319001386962552;0.013869625520110958
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410393|game1;2678297;14.9.580.2108;1;GW Pride;-934;-309;5.787160951933154;1;1;0;0.5;6;169.5151709189407;589.8734741210938;3529.64306640625;0.16204986149584488;0.6301939058171745;0.023545706371191136;0.0013850415512465374;0.09833795013850416
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410393|game1;2678297;14.9.580.2108;1;BDSA JNX;934;309;8.28778605462032;0;1;1;0.25;6;241.3829026342855;2197.33349609375;2197.33349609375;0.1329639889196676;0.6689750692520776;0.0013850415512465374;0.0013850415512465374;0.015235457063711912
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410467|game1;2678296;14.9.580.2108;1;TDS SLT;-97;280;6.648575631982317;0;1;1;0.3333333333333333;6;400.9394729399176;721.4030151367188;721.4030151367188;0.15672676837725383;0.7128987517337032;0.0;0.023578363384188627;0.015256588072122053
2024-05-23;La Ligue Française - Summer 2024 (Regular Season: Regular Season);112445505685410467|game1;2678296;14.9.580.2108;1;KCB Maynter;97;-280;6.005165086951771;0;0;1;0.5;5;250.3874094508244;595.1107177734375;595.1107177734375;0.2579750346740638;0.5936199722607489;0.013869625520110958;0.0;0.0
2024-05-25;League of Legends Scrims;scrim | koi game 5;2684184;14.10.584.5961;1;KOI Marky;1027;-762;7.358762014254534;2;2;0;0.4;6;231.23815290233725;492.7884216308594;492.7884216308594;0.1523545706371191;0.6094182825484764;0.0;0.0;0.05955678670360111
2024-05-25;League of Legends Scrims;scrim | koi game 5;2684184;14.10.584.5961;1;AEG Badlulu;-1027;762;7.001540557251887;2;2;1;0.5;4;418.6069642864719;2509.802490234375;2509.802490234375;0.12880886426592797;0.6163434903047091;0.018005540166204988;0.0;0.0664819944598338
2024-05-25;League of Legends Scrims;scrim | koi game 4;2684139;14.10.584.5961;1;AEG Badlulu;803;302;8.86009793183106;1;2;0;0.1111111111111111;5;878.4033918517445;1065.5179443359375;1065.5179443359375;0.05547850208044383;0.8515950069348127;0.0;0.07212205270457697;0.0027739251040221915
2024-05-25;League of Legends Scrims;scrim | koi game 4;2684139;14.10.584.5961;1;KOI Marky;-803;-302;8.502835918450776;0;1;1;0.07142857142857142;6;564.4094367341356;1387.449462890625;1387.449462890625;0.0651872399445215;0.7350901525658807;0.06241331484049931;0.0027739251040221915;0.07212205270457697
2024-05-25;League of Legends Scrims;scrim| aeg game 3;2684109;14.10.584.5961;1;KOI Marky;-1096;-1247;5.21705527028437;0;3;2;0.2857142857142857;5;298.5894539970736;3009.93408203125;3009.93408203125;0.12742382271468145;0.7825484764542936;0.0;0.03185595567867036;0.024930747922437674
2024-05-25;League of Legends Scrims;scrim| aeg game 3;2684109;14.10.584.5961;1;AEG Badlulu;1096;1247;7.861316160702476;3;1;1;0.4;5;744.6278588163514;723.360107421875;723.360107421875;0.20083102493074792;0.6357340720221607;0.0664819944598338;0.002770083102493075;0.05955678670360111
2024-05-25;League of Legends Scrims;scrim| aeg game 2;2684067;14.10.584.5961;1;AEG Badlulu;1214;1292;8.438271801111393;3;1;1;0.6666666666666666;6;765.3140025082915;1556.936767578125;1556.936767578125;0.17198335644937587;0.8280166435506241;0.0;0.019417475728155338;0.022191400832177532
2024-05-25;League of Legends Scrims;scrim| aeg game 2;2684067;14.10.584.5961;1;KOI Marky;-1214;-1292;7.794674799331711;1;2;0;0.2;7;595.9279451150984;0;0;0.030513176144244106;0.8155339805825242;0.0013869625520110957;0.0;0.008321775312066574
2024-05-25;League of Legends Scrims;scrim| aeg game 1;2684035;14.10.584.5961;1;KOI Marky;-1215;-269;6.86297977608107;2;1;1;0.375;4;341.7537592017486;903.6956787109376;903.6956787109376;0.16920943134535368;0.7309292649098474;0.011095700416088766;0.016643550624133148;0.04854368932038835
2024-05-25;League of Legends Scrims;scrim| aeg game 1;2684035;14.10.584.5961;1;AEG Badlulu;1215;269;8.650214092768849;1;1;1;0.3333333333333333;6;593.965054536065;43.956424713134766;2212.311767578125;0.0957004160887656;0.8321775312066574;0.030513176144244106;0.0;0.04022191400832178
2024-05-26;League of Legends Scrims;scrim| aeg g8;2684707;14.10.584.5961;1;AEG Badlulu;2568;2559;8.151779732059058;4;2;4;1.0;8;775.888805459987;2267.68994140625;4142.48828125;0.30833333333333335;0.49027777777777776;0.0;0.030555555555555555;0.002777777777777778
2024-05-26;League of Legends Scrims;scrim| aeg g8;2684707;14.10.584.5961;1;TWIS Wufo;-2568;-2559;4.504930904558953;2;5;0;0.2857142857142857;5;277.4726899204028;1157.6549072265625;1157.6549072265625;0.2388888888888889;0.32916666666666666;0.043055555555555555;0.018055555555555554;0.011111111111111112
2024-05-26;League of Legends Scrims;scrim| aeg g7;2684703;14.10.584.5961;1;TWIS Wufo;-61;7;0.21524773113805698;0;0;0;0;0;5.112133614528853;0;0;0.4528301886792453;0.330188679245283;0.08490566037735849;0.018867924528301886;0.3113207547169811
2024-05-26;League of Legends Scrims;scrim| aeg g7;2684703;14.10.584.5961;1;AEG Badlulu;61;-7;0.21524773113805698;0;0;0;0;0;8.8454481217252;0;0;0.04716981132075472;0.32075471698113206;0.05660377358490566;0.0;0.5377358490566038
2024-05-26;League of Legends Scrims;scrim| aeg g6;2684683;14.10.584.5961;1;AEG Badlulu;-178;-162;8.143479526533838;1;1;0;0.5;5;526.9666836501899;0;0;0.11234396671289876;0.8723994452149791;0.0;0.005547850208044383;0.012482662968099861
2024-05-26;League of Legends Scrims;scrim| aeg g6;2684683;14.10.584.5961;1;TWIS Wufo;178;162;8.000611464664823;1;1;0;0.5;5;604.1204597647579;0;0;0.07073509015256588;0.8016643550624133;0.0;0.005547850208044383;0.009708737864077669
2024-05-26;League of Legends Scrims;scrim| aeg game 5;2684606;14.10.584.5961;1;NASR GaKGoS;-1013;-2259;7.291868213662328;1;1;0;0.08333333333333333;6;343.5341688346813;56.50967407226563;56.50967407226563;0.1289875173370319;0.7406380027739251;0.0;0.005547850208044383;0.008321775312066574
2024-05-26;League of Legends Scrims;scrim| aeg game 5;2684606;14.10.584.5961;1;AEG Badlulu;1013;2259;9.508024239383232;1;1;1;0.15384615384615385;5;781.3307162829113;4526.96630859375;4526.96630859375;0.1276005547850208;0.7600554785020804;0.0027739251040221915;0.0;0.012482662968099861
2024-05-26;League of Legends Scrims;scrim| aeg game 4;2684570;14.10.584.5961;1;AEG Badlulu;-149;309;8.649262177882433;0;1;0;0.0;4;703.986305986166;3792.4462890625;3792.4462890625;0.21329639889196675;0.8240997229916898;0.0;0.009695290858725761;0.04709141274238227
2024-05-26;League of Legends Scrims;scrim| aeg game 4;2684570;14.10.584.5961;1;NASR GaKGoS;149;-309;8.43481766107543;2;0;1;0.6;5;588.3582692832404;1878.317138671875;1878.317138671875;0.12465373961218837;0.7714681440443213;0.04155124653739612;0.0;0.0221606648199446
2024-05-26;League of Legends Scrims;scrim| aeg game 3;2684524;14.10.584.5961;1;NASR GaKGoS;-1762;-969;4.217836297718633;0;2;3;0.42857142857142855;5;106.06898182272617;2292.28955078125;2292.28955078125;0.20943134535367544;0.21636615811373092;0.08321775312066575;0.018030513176144243;0.049930651872399444
2024-05-26;League of Legends Scrims;scrim| aeg game 3;2684524;14.10.584.5961;1;AEG Badlulu;1762;969;6.648453825217506;2;0;2;0.4444444444444444;6;264.2920267828014;1625.525634765625;1625.525634765625;0.11234396671289876;0.0;0.026352288488210817;0.0;0.0
2024-05-26;League of Legends Scrims;scrim| aeg game 2;2684501;14.10.584.5961;1;AEG Badlulu;566;477;8.145464849662753;1;2;1;0.25;7;823.5896283837399;1459.2415771484375;1459.2415771484375;0.14027777777777778;0.8291666666666667;0.0;0.009722222222222222;0.043055555555555555
2024-05-26;League of Legends Scrims;scrim| aeg game 2;2684501;14.10.584.5961;1;NASR GaKGoS;-566;-477;7.002241712867981;0;2;3;0.75;3;397.85899114007236;0;0;0.3625;0.7430555555555556;0.03333333333333333;0.013888888888888888;0.05138888888888889
2024-05-26;League of Legends Scrims;scrim| aeg game 1;2684439;14.10.584.5961;1;NASR GaKGoS;474;541;7.29396350098347;3;1;0;0.42857142857142855;7;950.6254167614816;1553.8836669921875;1553.8836669921875;0.1553398058252427;0.7406380027739251;0.0;0.013869625520110958;0.06796116504854369
2024-05-26;League of Legends Scrims;scrim| aeg game 1;2684439;14.10.584.5961;1;AEG Badlulu;-474;-541;7.794529623599982;0;3;1;0.2;5;562.9660055074659;2505.5400390625;2505.5400390625;0.12066574202496533;0.7877947295423023;0.059639389736477116;0.0;0.023578363384188627
2024-05-28;League of Legends Scrims;scrim| aeg g7;2686072;14.10.584.5961;1;NNO Scarface;-336;765;5.930881058911207;0;0;1;0.2;4;219.34814973137557;1583.5040283203125;3294.010986328125;0.12841091492776885;0.6629213483146067;0.009630818619582664;0.0032102728731942215;0.09149277688603531
2024-05-28;League of Legends Scrims;scrim| aeg g7;2686072;14.10.584.5961;1;AEG Badlulu;336;-765;6.288163050411883;0;1;0;0.0;5;155.74914653328705;0;0;0.1476725521669342;0.8346709470304976;0.0;0.0;0.02086677367576244
2024-05-28;League of Legends Scrims;scrim| aeg game 5;2686028;14.10.584.5961;1;AEG Badlulu;-507;-981;7.573099973438534;1;2;1;0.3333333333333333;5;275.6384184877943;2703.427001953125;2703.427001953125;0.22437673130193905;0.7797783933518005;0.009695290858725761;0.012465373961218837;0.03462603878116344
2024-05-28;League of Legends Scrims;scrim| aeg game 5;2686028;14.10.584.5961;1;NNO Scarface;507;981;7.787432991554719;2;0;1;0.5;3;445.53286564743456;3205.46630859375;5589.7216796875;0.2299168975069252;0.6426592797783933;0.038781163434903045;0.0;0.0
2024-05-28;League of Legends Scrims;scrim| aeg game 4;2685917;14.10.584.5961;1;Z10 Melonik;-995;-1121;5.788084418484796;1;3;0;0.14285714285714285;5;381.0107893440799;335.7608642578125;335.7608642578125;0.3518005540166205;0.6385041551246537;0.07756232686980609;0.008310249307479225;0.023545706371191136
2024-05-28;League of Legends Scrims;scrim| aeg game 4;2685917;14.10.584.5961;1;AEG Badlulu;995;1121;7.503072394332143;1;1;2;0.375;4;695.014717962077;3860.0341796875;3860.0341796875;0.23684210526315788;0.6260387811634349;0.0221606648199446;0.036011080332409975;0.024930747922437674
2024-05-28;League of Legends Scrims;scrim| aeg game 2;2685816;14.10.584.5961;1;Z10 Melonik;-1675;-1715;7.3630366535744916;1;3;0;0.125;6;670.0917648888002;4195.8310546875;5118.28173828125;0.15811373092926492;0.7808599167822469;0.008321775312066574;0.0;0.04299583911234397
2024-05-28;League of Legends Scrims;scrim| aeg game 2;2685816;14.10.584.5961;1;AEG Badlulu;1675;1715;8.578295130378049;4;0;0;0.6666666666666666;3;901.1295188256242;3317.599365234375;3317.599365234375;0.1553398058252427;0.7725381414701803;0.0;0.0;0.005547850208044383
2024-05-28;League of Legends Scrims;scrim|z10 game 1;2685712;14.10.584.5961;1;AEG Badlulu;1608;934;8.223240695406384;2;0;2;0.5;4;680.4816868669302;164.7174072265625;164.7174072265625;0.21636615811373092;0.8252427184466019;0.026352288488210817;0.0;0.005547850208044383
2024-05-28;League of Legends Scrims;scrim|z10 game 1;2685712;14.10.584.5961;1;Z10 Melonik;-1608;-934;8.151734254576763;0;3;0;0.0;5;540.8801652149237;308.1571350097656;308.1571350097656;0.29680998613037446;0.7725381414701803;0.0;0.0027739251040221915;0.04299583911234397
